StarRating|Score|Products|BrandMarketArea|Organic|PlantBased|ParentCompany|CompanyType|ParticipatedInSurvey|Description|BrandName
1|400|NULL|NULL|No|NULL|HP Hood|NULL|NULL|NULL|Lactaid 4% with Pineapple^_
1|400|NULL|NULL|No|NULL|Saputo Dairy Foods|NULL|NULL|NULL|Friendship Small Curd 1% Lowfat^_
1|400|NULL|NULL|No|NULL|Kraft|NULL|NULL|NULL|Breakstone's Blueberry^_
1|400|NULL|NULL|No|NULL|Saputo Dairy Foods|NULL|NULL|NULL|Friendship Whipped 1%^_
1|400|NULL|NULL|No|NULL|Saputo Dairy Foods|NULL|NULL|NULL|Friendship No Salt Added 1%^_
1|400|NULL|NULL|No|NULL|Wal-Mart|NULL|NULL|NULL|Great Value Small Curd 1%^_
1|350|NULL|NULL|No|NULL|Clover Sonoma|NULL|NULL|NULL|Clover 2%^_
1|350|NULL|NULL|No|NULL|Clover Sonoma|NULL|NULL|NULL|Clover 4%^_
1|300|NULL|NULL|No|NULL|Kraft|NULL|NULL|NULL|Breakstone's Raspberry^_
1|300|NULL|NULL|No|NULL|Kraft|NULL|NULL|NULL|Breakstone's Strawberry^_
1|240|NULL|NULL|No|NULL|Westby Creamery|NULL|NULL|NULL|Westby Small Curd 2%^_
1|240|NULL|NULL|No|NULL|Westby Creamery|NULL|NULL|NULL|Westby Small Curd 4%^_
1|240|NULL|NULL|No|NULL|Westby Creamery|NULL|NULL|NULL|Westby Large Curd^_
1|200|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps 2%^_
1|200|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Dairy Pure 4% Small Curd^_
1|200|NULL|NULL|No|NULL|Publix|NULL|NULL|NULL|Publix Small Curd^_
1|200|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps Fat Free^_
1|200|NULL|NULL|No|NULL|Publix|NULL|NULL|NULL|Publix Low Fat^_
1|200|NULL|NULL|No|NULL|Agri-Mark Cooperative|NULL|NULL|NULL|Cabot No Fat^_
1|200|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps Large Curd 4%^_
1|200|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps 1%^_
1|200|NULL|NULL|No|NULL|Publix|NULL|NULL|NULL|Publix Large Curd^_
1|200|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps w/ Chives 4%^_
1|200|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps Small Curd 4%^_
1|200|NULL|NULL|No|NULL|Agri-Mark Cooperative|NULL|NULL|NULL|Cabot 4%^_
1|100|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps Peach^_
1|100|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Dairy Pure 4% Large Curd^_
1|100|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Dairy Pure 2% Small Curd^_
1|100|NULL|NULL|No|NULL|Publix|NULL|NULL|NULL|Publix Fat Free^_
1|100|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps Bacon Cheddar^_
1|100|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps Strawberry^_
1|100|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps Pineapple^_
1|100|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Dairy Pure 1% Small Curd^_
1|0|NULL|NULL|No|NULL|Dairy Farmers of America|NULL|NULL|NULL|Kemps Mixed Berry^_
1|0|NULL|NULL|No|NULL|Saputo Dairy Foods|NULL|NULL|NULL|Friendship Small Curd 0%^_
1|0|NULL|NULL|No|NULL|Saputo Dairy Foods|NULL|NULL|NULL|Friendship Pineapple 0%^_
