StarRating|Score|Products|BrandMarketArea|Organic|PlantBased|ParentCompany|CompanyType|ParticipatedInSurvey|Description|BrandName
3|940|Chicken, turkey, processed meat|Northeast|NULL|NULL|NULL|NULL|NULL|NULL|Tide Mill Organic Farm^_
3|765|Chicken|Oregon|NULL|NULL|NULL|NULL|NULL|NULL|Our Table Farm Cooperative^_
3|760|Chicken, soy free|Wisconsin, online|NULL|NULL|NULL|NULL|NULL|NULL|Good Earth Farms^_
3|755|Chicken, turkey|Nationwide|NULL|NULL|NULL|NULL|NULL|Applegate Farms is one of the rare large brands that was transparent on Cornucopia’s investigative survey. They have very little control or knowledge about what goes on in the farms they receive their poultry from, but they do require certain levels of third party animal welfare labeling, which allowed investigators to determine the minimum levels their farms are likely to operate under. We commend Applegate for being transparent in a world where industrial agriculture consistently operates in secret, behind closed doors.|Applegate Farms (Hormel Foods)^_
3|735|Chicken, turkey, ostrich|Nationwide|NULL|NULL|NULL|NULL|NULL|NULL|Blackwing (Blackwing Organic Meats)^_
3|735|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|NULL|Organic Prairie (Organic Valley)^_
2|570|Chicken, turkey, pet food|Virginia|NULL|NULL|NULL|NULL|NULL|Ayrshire Farms did not participate in Cornucopia’s investigation despite evidence showing they are a diversified farm with Certified Humane (HFAC) and Predator-Friendly farm certifications.|Ayrshire Farms^_
2|505|Chicken, turkey, duck|East Coast|NULL|NULL|NULL|NULL|NULL|NULL|D'Artagnan^_
2|420|Chicken, turkey, duck|Indiana|NULL|NULL|NULL|NULL|NULL|This brand did not participate in Cornucopia’s survey. Any information regarding their practices is based off background investigations, with points assigned based on how trustworthy that information was determined to be by investigators. We recommend that consumers of this brand encourage them to participate fully in our efforts to keep the organic label transparent.|Blue Yonder Organic Farm^_
2|420|Chicken, turkey|Oregon|NULL|NULL|NULL|NULL|NULL|Aurora Valley Poultry’s website notes they produce free-range organic chicken and eggs available in Oregon grocery stores.|Aurora Valley Poultry^_
1|320|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Fulton Valley Farms is a brand subsidiary of Pitman Family Farms. This industrial-organic brand that was not transparent in Cornucopia’s investigation, and caution is recommended.|Fulton Valley Farms (Pitman Family Farms)^_
1|230|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Miller Poultry was non-responsive to Cornucopia’s requests to participate in our survey and little information could be found about the brand’s practices in our ongoing investigation. It is likely they use static housing with moderate-to-poor outdoor management practices. This brand is owned by the same producers of the Pine Manor brand and is supplied by Amish farmers.|Miller Poultry (Amish County Poultry)^_
1|230|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Pine Manor Farms was non-responsive to Cornucopia’s requests to participate in our survey and little information could be found about the brand’s practices in our ongoing investigation. It is likely they use static housing with moderate-to-poor outdoor management practices. This brand is owned by the same producers of Miller Poultry and is supplied by Amish farmers.|Pine Manor Farms (Amish Country Poultry)^_
1|60|Chicken, turkey, kosher, duck|Online|NULL|NULL|NULL|NULL|NULL|This brand has chicken that is raised by a group of family farms in the Appalachian foothills in rural Pennsylvania. The brand was non-responsive to Cornucopia’s survey and investigators found little information that could be confirmed with good reliability. If you are a consumer of this brand we ask that you encourage them to participate in our research and be transparent about their practices and the practices of their supplier farms.|Wise Organic Pastures (Wise-Glatt Organics/Glatt Organic LCC)^_
1|30|Chicken, turkey|Oregon, Washington|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|New Seasons Market (Good Food Holdings/E-Mart)^_
1|0|Chicken||NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|Nature's Promise (Ahold)^_
1|0|Chicken, turkey, processed meat|Nationwide|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|Trader Joes^_
1|0|Chicken, turkey|Nationwide|NULL|NULL|NULL|NULL|NULL|The food manufacturer Hain Celestial completed the first stage of the disposal of its protein division with the sale of turkey producer Plainville Farm in February, 2019. Plainville Farms is being sold to Plainville Brands, a Delaware-based firm backed by private investors, according to a statement on the 22 of February, 2019. This is a corporate brand that likely supports factory-organic poultry management practices.|Plainville Farms^_
1|0|Chicken|Unknown|NULL|NULL|NULL|NULL|NULL|NULL|Hudson Valley Chicken^_
1|0|Chicken, turkey, processed meat|Nationwide|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|Kirkland Signature (CostCo)^_
1|0|Turkey|Nationwide|NULL|NULL|NULL|NULL|NULL|NULL|Koch's Turkey (Koch's Turkey Farms)^_
1|0|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|Greenwise (Publix)^_
1|0|Chicken, soy free|Michigan|NULL|NULL|NULL|NULL|NULL|The BF&E Organics brand is owned by Boughan Farms & Enterprise. They were not transparent in Cornucopia’s investigation.|BF&E Organics (Boughan Farms & Enterprise)^_
1|0|Chicken, turkey, processed meat|Nationwide|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|365 Organic (Whole Foods/Amazon)^_
1|0|Chicken, processed meat|Nationwide|NULL|NULL|NULL|NULL|NULL|NULL|Just Bare Chicken (Pilgrim’s Pride Corp.)^_
1|0|Canned chicken, processed meat|Nationwide|NULL|NULL|NULL|NULL|NULL|Wild Planet produces processed organic poultry products. They did not participate in Cornucopia’s survey and specifics about the brand’s farm-level practices were difficult to find in subsequent investigation.|Wild Planet^_
1|0|Chicken|Unknown|NULL|NULL|NULL|NULL|NULL|NULL|Azure Husbandry Chickens (Azure Organic Farms)^_
1|0|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Perdue Farms, Inc. has been accused of falsity in advertising when they have advertised some of their products as “humane” or “humanely raised” with their products. As a massive, vertically-integrated business, Perdue’s organic chicken brands have been able to undercut family-scale poultry producers in the industry. These chickens are raised in static barns with flocks that can reach or exceed 200, 000 birds. Individual birds rarely, if ever, see the outdoors despite organic regulations requiring access to the outdoors, fresh air, and sunshine. These “organic” birds essentially live lives the same as conventional chickens—but with organic inputs (such as feed and not using traditional antibiotics). Though this chicken is cheap, that price does not reflect the externalities of these production methods on the environment, animal welfare, and economic justice for small farmers.|Purdue Harvestland^_
1|0|Chicken, processed meat|South|NULL|NULL|NULL|NULL|NULL|This brand is supplied and/or a subsidiary of Perdue Farms, Inc. Perdue has been accused of falsity in advertising when they have advertised some of their products as “humane” or “humanely raised” with their products. As a massive, vertically-integrated business, Perdue’s organic chicken brands have been able to undercut family-scale poultry producers in the industry. These chickens are raised in static barns with flocks that can reach or exceed 200, 000 birds. Individual birds rarely, if ever, see the outdoors despite organic regulations requiring access to the outdoors, fresh air, and sunshine. These “organic” birds essentially live lives the same as conventional chickens—but with organic inputs (such as feed and not using traditional antibiotics). Though this chicken is cheap, that price does not reflect the externalities of these production methods on the environment, animal welfare, and economic justice for small farmers.|HEB Organics (Perdue)^_
1|0|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Tyson Foods is the U.S.’s largest meatpacker. Cornucopia’s investigations show that organic brands controlled by Tyson come from industrial-scale operations. The birds may receive outdoor access, but it appears to be of poor quality. This means that few, if any birds utilize outdoor areas and individual birds may not ever see the outdoors. These “organic” birds essentially live lives the same as conventional chickens—but with organic inputs (such as feed and not using traditional antibiotics). Though this chicken is cheap, that price does not reflect the externalities of these production methods on the environment, animal welfare, and economic justice for small farmers. We recommend that consumers take a stand and vote with their forks by avoiding brands like this one that are associated with bad activity.|Nature Raised Farms (Tyson Chicken)^_
1|0|Chicken|CA, AZ, NV, PA, WA, SC|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|Sprouts^_
1|0|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|FreeBird used to be a subsidiary brand of Hain Celestial’s protein business. Hain Celestial sold their Hain Pure Protein division to Aterian Investment Partners in 2019. The Empire Kosher brand was also included in the sale of Hain Pure Protein. They are a corporate brand associated with factory-organic production. The cheap price point for these products undermines legitimate organic producers.|FreeBird (Aterian Partners)^_
1|0|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|This brand is a subsidiary of Perdue Farms, Inc. Perdue has been accused of falsity in advertising when they have advertised some of their products as “humane” or “humanely raised” with their products. As a massive, vertically-integrated business, Perdue’s organic chicken brands have been able to undercut family-scale poultry producers in the industry. These chickens are raised in static barns with flocks that can reach or exceed 200, 000 birds. Individual birds rarely, if ever, see the outdoors despite organic regulations requiring access to the outdoors, fresh air, and sunshine. These “organic” birds essentially live lives the same as conventional chickens—but with organic inputs (such as feed and not using traditional antibiotics). Though this chicken is cheap, that price does not reflect the externalities of these production methods on the environment, animal welfare, and economic justice for small farmers. We recommend that consumers take a stand and vote with their forks by avoiding brands like this one that are associated with bad activity.|Roxy The Organic Chicken (Draper Valley Farms/Perdue)^_
1|0|Chicken, turkey|Nationwide|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|O Organics (Safeway/Lucerne Foods)^_
1|0|Chicken, processed meat|Nationwide|NULL|NULL|NULL|NULL|NULL|Tecumseh Farms is both certified Organic and certified Humane by Humane Farm Animal Care. Tyson Foods, the U.S.’s largest meatpacker, announced June 4, 2018 that it has bought Tecumseh Farms, the company that owns the Smart Chicken brand. Cornucopia’s investigations show that Tecumseh Poultry and by extension the Smart Chicken brand, comes from industrial-scale operations. The birds may receive “token” outdoor access, but it appears to be of poor quality. This means that few, if any birds utilize outdoor areas. You can learn more about Smart Chicken’s industrial “organic” practices in Cornucopia’s fly over investigations. Though this chicken is cheap, that price does not reflect the externalities of these production methods on the environment, animal welfare, and economic justice for small farmers. We recommend that consumers take a stand and vote with their forks by avoiding brands like this one that are associated with bad activity.|Smart Chicken/Tecumseh Poultry (Tyson)^_
1|0|Chicken, turkey, kosher|Nationwide|NULL|NULL|NULL|NULL|NULL|Empire Kosher used to be a subsidiary brand of Hain Celestial, before the company sold their meat division, Hain Pure Protein, to Aterian Investment Partners in 2019. FreeBird was also sold under the Hain Pure Protein division. Hain Pure Protein is a corporate brand associated with factory-organic production. The cheap price point for these products undermines legitimate organic producers.|Empire Kosher (Empire Kosher)^_
1|0|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Draper Valley Farms is a subsidiary brand of Perdue Farms, Inc. Perdue has been accused of falsity in advertising when they have advertised some of their products as “humane” or “humanely raised” with their products. As a massive, vertically-integrated business, Perdue’s organic chicken brands have been able to undercut family-scale poultry producers in the industry. These chickens are raised in static barns with flocks that can reach or exceed 200, 000 birds. Individual birds rarely, if ever, see the outdoors despite organic regulations requiring access to the outdoors, fresh air, and sunshine. These “organic” birds essentially live lives the same as conventional chickens—but with organic inputs (such as feed and not using traditional antibiotics). Though this chicken is cheap, that price does not reflect the externalities of these production methods on the environment, animal welfare, and economic justice for small farmers. We recommend that consumers take a stand and vote with their forks by avoiding brands like this one that are associated with bad activity.|Draper Valley Farms (Perdue)^_
1|0|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|Thrive Market^_
1|0|Chicken, turkey|Nationwide|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|Simple Truth (Kroger)^_
1|0|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Rosie Organic Chicken is owned by the brand Petaluma Poultry. Petaluma Poultry is a subsidiary of Perdue Farms, Inc. Perdue has been accused of falsity in advertising when they have advertised some of their products as “humane” or “humanely raised” with their products. As a massive, vertically-integrated business, Perdue’s organic chicken brands have been able to undercut family-scale poultry producers in the industry. These chickens are raised in static barns with flocks that can reach or exceed 200, 000 birds. Individual birds rarely, if ever, see the outdoors despite organic regulations requiring access to the outdoors, fresh air, and sunshine. These “organic” birds essentially live lives the same as conventional chickens—but with organic inputs (such as feed and not using traditional antibiotics). Though this chicken is cheap, that price does not reflect the externalities of these production methods on the environment, animal welfare, and economic justice for small farmers.|Rosie Organic Chicken (Petaluma Poultry/Perdue)^_
1|0|Chicken|Nationwide|NULL|NULL|NULL|NULL|NULL|Store brands include poultry products that have been privately labeled by grocery chains. Typically, these businesses buy products wholesale and then market those finished or packaged products with their own labels. The inherent problem with private labels is that they lack transparency. Store brands may get their meat from highly rated producers, but they are more likely to source from factory-scale producers because of the price difference. Grocery chains or distributors typically offer low prices for store brands because they source the cheapest products available on the market at any given time. This variability in product sourcing makes it difficult, sometimes impossible, for consumers to determine where and how the products was produced. Cornucopia recommends caution with store brands like this one. Invested consumers can contact stores to confirm who is supplying their poultry products and encourage them to be completely transparent about their sourcing—even when it changes.|Raley's^_
1|0|Chicken, turkey|Nationwide|NULL|NULL|NULL|NULL|NULL|NULL|Foster Farms^_
