StarRating|Score|Products|BrandMarketArea|Organic|PlantBased|ParentCompany|CompanyType|ParticipatedInSurvey|Description|BrandName
3|771|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Clif Bar, Chocolate Chip^_
3|750|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Kind, Healthy Grains Vanilla Blueberry^_
3|750|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Hemp Yeah!, Dark Chocolate Cacao^_
3|700|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Nature's Bakery, Brownie Double Chocolate^_
3|700|NULL|NULL|Made with organic ingredients|NULL|NULL|NULL|NULL|NULL|Init, Mixed Nuts and Sweet Berries^_
3|700|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Nature's Bakery, Original Fig^_
3|700|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Kize, Cookie Dough^_
2|671|NULL|NULL|Made with organic ingredients|NULL|NULL|NULL|NULL|NULL|Clif Bar, Builders Vanilla Almond^_
2|600|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Evo Hemp, Brownie Chip Hemp^_
2|600|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Zing, Dark Chocolate Mint^_
2|600|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|RXBar, A.M. Honey Cinnamon Peanut Butter^_
2|600|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Kind, Dark Chocolate Nuts and Sea Salt^_
2|600|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Nature Valley, Crunchy Oats 'n Honey^_
2|600|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Bobo's, Chocolate Chip Peanut Butter Protein^_
2|600|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Primal Kitchen, Protein, Peanut Butter^_
2|600|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Primal Kitchen, Collagen Fuel, Dark Chocolate Almond^_
2|600|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|think!, High Protein Brownie Crunch^_
2|560|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Health Warrior, Chia Coconut^_
2|550|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|IQBar, Almond Butter Chip^_
2|550|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Kind, Energy Peanut Butter^_
2|550|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Nature Valley, Fruit & Nut Trail Mix^_
2|508|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|NuGo, Slim Crunchy Peanut Butter^_
2|500|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Keep, Peanut Butter Cup^_
2|500|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Ratio, Keto Vanilla Almond^_
2|500|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Nature Valley, Protein Blueberry Nut^_
2|500|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Dehlbar, Vegan Turmeric-Cherry^_
2|460|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Betty Lou's, Peanut Butter and Blueberry PB&J^_
2|450|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|R.E.D.D., Salted Caramel^_
2|400|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Bulletproof, Collagen Protein, Vanilla Shortbread^_
2|400|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Mosh, Blueberry Almond Crunch^_
2|400|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Nature's Bakery, Oatmeal Crumble Strawberry^_
1|308|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|NuGo, Vanilla Yogurt^_
1|300|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Zee Zees, Blueberry Lemon^_
1|250|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Kind, Protein Caramel Peanut Crisp^_
1|200|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Gatorade, Protein Chocolate Chip^_
1|200|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|One, S'mores Protein^_
1|200|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Quest, Blueberry Muffin^_
1|100|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Fiber One, Strawberries and Cream^_
1|100|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Nutri Grain, Soft Baked Strawberry^_
1|0|NULL|NULL|No|NULL|NULL|NULL|NULL|NULL|Fiber One, Chocolate Peanut Butter^_
