StarRating|Score|Products|BrandMarketArea|Organic|PlantBased|ParentCompany|CompanyType|ParticipatedInSurvey|Description|BrandName
4|778|tofu|Nationwide|NULL|NULL|NULL|NULL|NULL|Nasoya tofu is produced in Ayer, Massachusetts, by Vitasoy-USA. Vitasoy-USA provided full and open disclosure. Vitasoy-USA bought mostly domestically grown organic soybeans, but also a fair percentage from China and Brazil to meet demand. Incoming loads are tested for GMO contamination. They write: “A pioneer in bringing Asian-inspired food to the U.S. as “Amer-Asian” cuisine, Vitasoy-USA, Inc. is committed to producing delicious, innovative foods that promote well being and a healthy lifestyle. Look for its premium tofu, soymilk, Asian noodles and wraps, and non-dairy sandwich spreads under the brand names Vitasoy, Azumaya and Nasoya. One of North America’s first branded tofus, Nasoya has been the top-seller for more than 30 years and is currently rolling out new Silken-Style Creations, the first non-dairy “dessert starter.” For further information, fast and easy recipe ideas, or to sign up for one of Vitasoy’s educational newsletters, please visit www.vitasoy.com and www.nasoya.com. Headquartered in Ayer, MA, where its North American tofu plant is located, Vitasoy USA Inc. is a wholly owned subsidiary of Vitasoy International Holdings Limited of Hong Kong. Since its establishment in 1940, VIHL has grown to become one of the world’s leaders in providing healthy, nutritious food and beverages that enhance the quality of life for its customers.”|Nasoya^_
4|771|tofu, tofu veggie patties, soy dairy products|Nationwide and Canada|NULL|NULL|NULL|NULL|NULL|Wildwood was founded by one of the original pioneers of the American soyfoods movement, and has since merged with a Korean corporation to form Wildwood Pulmuone. Wildwood Pulmuone provided full and open disclosure. They source both domestic and Chinese organic soybeans. Their Chinese soybeans are grown on farms that are closely inspected by Wildwood Pulmuone representatives to ensure that farmers follow the USDA organic standards. Wildwood Pulmuone also maintained a long-standing relationship with a Midwestern organic farmer. They write: “Pulmuone Wildwood is a newly integrated company combining the business activities of Pulmuone USA and Wildwood Natural Foods. Each of the entities have a long history in natural vegetarian foods, over 75 years combined. Pulmuone began as a cooperative organic farming effort in 1955 in Korea and is known for its commitment to pure foods. In 1995 its founder received the United Nations Global 500 award for Environmental Achievement for his work in organic agriculture in Korea. Wildwood began as a small, vegetarian deli in 1978 in San Francisco. It developed into the leading premier natural and organic tofu and flavored tofu company on the West Coast and recently expanding into dairy alternative soy products. Its founders remain supporters of the business still today. Pulmuone Wildwood integrates the assets of the two companies in the United States and focuses them on manufacturing and marketing the highest quality natural, vegetarian products with a particular focus on tofu, value added tofu and cultured soy products. Pulmuone is the largest manufacturer of Tofu products in the world.”|Wildwood^_
4|755|tofu, tempeh, tofu ravioli, tofu hot dogs|East|NULL|NULL|NULL|NULL|NULL|Northern Soy, makers of SoyBoy, was founded in 1976 and remains an independent company that is still managed by the original founders. They readily shared all sourcing information. They source a portion of their soybeans directly from family farmers; when these family farmers do not have enough soybeans to sell, Northern Soy works with brokers and specifies that they only want organic soybeans grown as close as possible to their New York plant. They write: “We make SoyBoy brand products, although we’re sometimes known by our corporate name, Northern Soy. Our Rochester, NY factory may be the only remaining large-scale, independently-owned U.S. tofu plant. Currently, 100% of the soybeans we use are organically-grown, sourced locally whenever possible. Every ingredient in the plant is GMO-free,and we never use processing aids or defoamers. Our tofu is known for its firmness, high protein content, and year-round consistency. One of our top priorities is creating a safe, healthy work environment where people are paid excellent wages, receive great benefits, and can take pride in their work. After 31 years in business, we still believe,”Soy to the World.”|SoyBoy^_
4|740|soymilk|Nationwide and International|NULL|NULL|NULL|NULL|NULL|NULL|365^_
3|695|soy yogurt|Nationwide|NULL|NULL|NULL|NULL|NULL|Stonyfield Farms started out as a farmstead biodynamic/organic yogurt producer and has now become one of the largest players in organic dairy. The  company is owned by Groupe Lactalis. They now also carry a cultured soy product, O’Soy. While they participated in the scorecard project by filling out the survey, they refused to share the sourcing information of their organic soybeans. If you enjoy their products, we would encourage you to contact the company and ask them to share their sourcing with The Cornucopia Institute.|O'Soy^_
3|670|soymilk|Canada and International|NULL|NULL|NULL|NULL|NULL|Vitasoy soymilk is marketed by Vitasoy-USA, and is available in Canada and the Caribbean. Vitasoy-USA readily shared their sourcing information, but they do not buy directly from family farmers. Their supplier would not disclose the sourcing of their organic soybeans, but our research indicates that their supplier works directly with North-American organic farmers. They write: “A pioneer in bringing Asian-inspired food to the U.S. as “Amer-Asian” cuisine, Vitasoy-USA, Inc. is committed to producing delicious, innovative foods that promote well being and a healthy lifestyle. Look for its premium tofu, soymilk, Asian noodles and wraps, and non-dairy sandwich spreads under the brand names Vitasoy, Azumaya and Nasoya. One of North America’s first branded tofu, Nasoya has been the top-seller for more than 30 years and is currently rolling out new Silken-Style Creations, the first non-dairy “dessert starter.” For further information, fast and easy recipe ideas, or to sign up for one of Vitasoy’s educational newsletters, please visit www.vitasoy.com and www.nasoya.com.”|Vitasoy^_
3|665|tofu, soymilk|Northwest, Northeast and Canada|NULL|NULL|NULL|NULL|NULL|Sunrise Soy Foods is a Canadian soyfoods company. They manufacture primarily non-organic, non-GMO soy foods, but their Soyganic line is organic. They readily shared their sourcing information with us. They do not buy directly from family farmers, but buy North American-grown soybeans from Canadian brokers. They write: “Sunrise Soya Foods is the leading tofu manufacturer in Canada. We produce two corporate brands. The Sunrise brand is produced from conventional, non GMO beans. It’s tofu comes in soft, medium firm, extra firm and desserts. Soyganic is predominately a ready-to-eat product, made with organic beans and ingredients. Sunrise is committed to creating high quality traditional and tofu products that meet the needs of our health conscious customers who seek food that is cholesterol free, dairy free, low in fat and convenient to prepare. Our Vision: “Tofu in every Fridge”. Our products are available in both Canada and the USA.”|Soyganic^_
3|605|soymilk, edamame|Mid-Atlantic and Southeast|NULL|NULL|NULL|NULL|NULL|Harris Teeter is one of the few grocery store companies with a private label soymilk to participate in our project. They provided full and open sourcing disclosure. Tracing their organic soybeans to the source was not possible. A soybean’s path from field to shelf is much longer for those destined to private label products; sometimes numerous middlemen are involved and while some participated, we were ultimately unable to verify the source of the soybeans. Our research indicates that the supplier of the organic soybeans for Harris Teeter soymilk works closely with North American organic farmers and sources at least a fair percentage of North American organic soybeans. Again, this grocery chain deserves credit for being transparent with their customers.|Harris Teeter^_
2|385|soymilk, tofu, others|Nationwide|NULL|NULL|NULL|NULL|NULL|Trader Joe’s is one of the few grocery store companies with private label soyfoods to participate in our project, but did not share sourcing information, so the soybeans used in their soymilk, tofu and other soyfoods could not be traced. The fact that so many of the survey questions remained unanswered is indicative of an inherent problem with store-brand, or “private-label” products. Organic consumers are increasingly interested in knowing where their food comes from and how it was produced, but store brand products are anonymous in nature. Trader Joe’s does not itself manufacture these products and therefore has less control over the sourcing of the soybeans, the ingredients used, etc. than a brand name company that does its own sourcing and manufacturing.|Trader Joe's^_
2|115|soymilk|Nationwide|NULL|NULL|NULL|NULL|NULL|Private label, or store-brand, companies in the one-bean category did not participate in the project, but through our research we were able to determine that at least some of the soybeans used in Wild Harvest organic soymilk are sourced from North American organic family farmers. Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and the organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Wild Harvest^_
2|115|soymilk|South|NULL|NULL|NULL|NULL|NULL|Private label, or store-brand, companies in the one-bean category did not participate in the project, but through our research we were able to determine that at least some of the soybeans used in Laura Lynn organic soymilk are sourced from North American organic family farmers. Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and the organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Laura Lynn^_
2|115|soymilk|Nationwide|NULL|NULL|NULL|NULL|NULL|Private label, or store-brand, companies in the one-bean category did not participate in the project, but through our research we were able to determine that at least some of the soybeans used in Full Circle organic soymilk are sourced from North American organic family farmers. Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and the organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Full Circle^_
2|115|soymilk|South|NULL|NULL|NULL|NULL|NULL|Private label, or store-brand, companies in the one-bean category did not participate in the project, but through our research we were able to determine that at least some of the soybeans used in Greenwise organic soymilk are sourced from North American organic family farmers. Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and the organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Greenwise^_
2|115|soymilk|Mid-Atlantic|NULL|NULL|NULL|NULL|NULL|Private label, or store-brand, companies in the one-bean category did not participate in the project, but through our research we were able to determine that at least some of the soybeans used in Giant Eagle organic soymilk are sourced from North American organic family farmers. Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and the organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Giant Eagle^_
2|115|soymilk|Mid-Atlantic|NULL|NULL|NULL|NULL|NULL|Private label, or store-brand, companies in the one-bean category did not participate in the project, but through our research we were able to determine that at least some of the soybeans used in Pathmark organic soymilk are sourced from North American organic family farmers. Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and the organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Pathmark^_
2|115|soymilk|Nationwide|NULL|NULL|NULL|NULL|NULL|Best Choice Foods provides foods for schools, hospitals, prisons, etc. They did not participate in the project, but through our research we were able to determine that at least some of the soybeans used in Best Choice organic soymilk are sourced from North American organic family farmers. Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and the organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Best Choice^_
2|115|soymilk|Mid-Atlantic|NULL|NULL|NULL|NULL|NULL|Private label, or store-brand, companies in the one-bean category did not participate in the project, but through our research we were able to determine that at least some of the soybeans used in Weis Markets organic soymilk are sourced from North American organic family farmers. Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and the organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Weis Markets^_
2|115|soymilk|Northeast|NULL|NULL|NULL|NULL|NULL|Private label, or store-brand, companies in the one-bean category did not participate in the project, but through our research we were able to determine that at least some of the soybeans used in Nature’s Place organic soymilk are sourced from North American organic family farmers. Organic consumers are often interested in knowing the story behind their  food, where the food was grown and how it was processed, butstore brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and the organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Nature's Place^_
1|0|soy beverage|Nationwide|NULL|NULL|NULL|NULL|NULL|Silk is manufactured by WhiteWave, which is owned by Groupe Danone. There have been long-standing reports of Silk purchasing organic soybeans from international sources, including China. They have recently announced that they will no longer purchase soybeans from abroad, but would not participate in this project and are unwilling to share their sourcing information so there is no way to confirm this information. Silk is also moving away from organics altogether, manufacturing more and more conventional products instead of organic. If you enjoy their products, we would encourage you to contact the company and ask them to participate in the Cornucopia research study and scorecard.|Silk^_
1|0|soymilk|Nationwide|NULL|NULL|NULL|NULL|NULL|Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Kirkland^_
1|0|soymilk|Mid-Atlantic|NULL|NULL|NULL|NULL|NULL|Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|ShopRite^_
1|0|tofu|Nationwide|NULL|NULL|NULL|NULL|NULL|Morinaga Nutritional Foods refused to participate and their sourcing information could not be verified. If you enjoy their products, we would encourage you to contact the company and ask them to participate in the Cornucopia research study and scorecard.|Mori Nu Tofu^_
1|0|soymilk|Nationwide|NULL|NULL|NULL|NULL|NULL|Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|O Organics^_
1|0|soymilk, tofu, soybean oil, soy sauce|Mid-Atlantic|NULL|NULL|NULL|NULL|NULL|Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Wegmans^_
1|0|Tempeh|Nationwide|NULL|NULL|NULL|NULL|NULL|Lightlife refused to participate and their sourcing information could not be verified. If you enjoy their products, we would encourage you to contact the company and ask them to participate in the Cornucopia research study and scorecard.|Lightlife^_
1|0|soymilk|Nationwide|NULL|NULL|NULL|NULL|NULL|Organic consumers are often interested in knowing the story behind their food, where the food was grown and how it was processed, but store brand products are inherently anonymous. The store contracts with a manufacturer to produce the private label foods, and often the manufacturer relies on additional middlemen. Tracing the soybeans to the source is therefore often a difficult endeavor. Direct relationships between the brand and organic farmers are nonexistent. By virtue of the fact that these companies are operating in a secretive manner, consumers should be very dubious in terms of the quality and sourcing of their raw materials. If you are a loyal customer of these grocery chains, we would encourage you to contact the management and express your displeasure.|Good and Gather^_
