StarRating|Score|Products|BrandMarketArea|Organic|PlantBased|ParentCompany|CompanyType|ParticipatedInSurvey|Description|BrandName
5|1060|Retail cuts, venison|Locally in HI, farm direct|NULL|NULL|NULL|NULL|Yes|The Pu’u O Hoku Ranch produces cattle and hunt wild Molokai axis deer as an integral part of our land preservation program. The farm at Pu’u O Hoku Ranch produces Demeter certified biodynamic and USDA certified organic dried bananas, fresh frozen Hawaiian ‘awa root, honey, and a wide variety of other fresh fruits and vegetables. They sell products are at the ranch store and on the shelves of specialty stores throughout the Hawaiian islands (www.puuohokustore.com).|Pu'u O Hoku Ranch^_
5|1050|Retail cuts|Locally in VT|NULL|NULL|NULL|NULL|Yes|Lisa McCrory and Carl Russell operate Earthwise Farm and Forest, a certified Organic draft-animal powered diversified family farm located on 150 acres in Bethel, Vermont. They produce and sell certified organic garlic, potatoes, raw milk, flowers, herbs, perennials, and poultry (chicken and heritage turkey). For more information about this farm, see their about us page: https://www.earthwisefarmandforest.com/copy-of-our-story This farm is certified by theReal Organic Project: |Earthwise Farm and Forest Dairy^_
5|1050|Retail cuts|On-line, in San Luis Obispo and Templeton, CA|NULL|NULL|NULL|NULL|Yes|For more information on Avenales beef,click here.|Avenales Cattle Co.^_
5|1045|Whole, half, quarters|Farm direct|NULL|NULL|NULL|NULL|Yes|NULL|Williams Farm Organic^_
5|1030|Retail cuts, ground|Farm direct, CSA|NULL|NULL|NULL|NULL|Yes|They say: “Our cows are raised and finished the way nature intended – on 100% grass, herbs, and clover. During the winter months, our cattle are fed balage, a method for fermenting sprint-time forage which provides a high quality diet and consistent rates of gain throughout the year. This results in a beef product that has more beneficial fatty acids (from the 100% forage based diet), is higher in flavor, and maintains tenderness.”|Deck Family Farm (Friends Farm)^_
5|1025|Retail cuts, sausages|Online, IL, WI, farm direct|NULL|NULL|NULL|NULL|Yes|They say: “Alden Hills Organic Farms has one mission: to provide you and your family with the healthiest, highest-quality pastured meats that we can produce. We are a firm believer that wholly nourishing food comes from building a farm eco-system that enhances both soil and animals. Our meats are Certified Organic and guaranteed grass-fed, grass-finished and always out on pasture. We specialize in grass-fed beef, pastured poultry, eggs, garlic and popcorn and deliver weekly to various Chicago locations.”|Alden Hills Organic Farms^_
5|1015|Retail cuts, pet food, wholesale|Locally in VA and MA|NULL|NULL|NULL|NULL|Yes|From their about page: “Historic Ayrshire is unique in the region as a working farm that has met the 21st Century with one foot firmly planted in the 19th. The Farm is a certified organic farm, specializing in rare and endangered breeds livestock and heirloom fruits and vegetables. It is a working manor farm, historically a place of efficiency, sufficiency, and serenity. Ayrshire’s mission today is to bring livestock and crop production to both self-sufficiency and profitability. Additionally, there is a commitment to achieving these goals using Certified Humane®, organic, sustainable farming methods, preserving genetically viable herds of the various rare breeds, and contributing to seed pools for heirloom plants. The soil is being constantly amended with cover crops and compost from the three-acre compost facility. As a part of their training, the Ayrshire Shires help in the constant task of soil improvement, keeping the skills of horse-powered farming alive.”|Ayrshire Farm^_
5|1005|Retail cuts, organs, ground|Locally in WI, Locally in MN, farm direct, delivery|NULL|NULL|NULL|NULL|Yes|Red Hoof Farm is a small, certified organic, family farm in Port Wing, WI that produces grass-fed/pasture raised beef meat cuts. They serve Twin Ports, the South Shore, Hayward and surrounding communities. They can make weekly deliveries to your doorstep. Check Red Hoof Farm’s Facebook for current sourcing information. Products may be found at retail locations in Wisconsin and Minnesota. Including: Hansen’ IGA in Washburn, Ehler’s General Store in Cornucopia (WI), Johnsons Store in Port Wing (WI), the Chequamegon Food Coop in Ashland (WI), the Whole Food Co-op (Denfeld and Hillside) in Duluth (MN), Andy’s Foods in Bayfield (WI), Miller’s Meat Market in Hayward (WI), and Homestead Gardens in Washburn (WI). This farm is certified by theReal Organic Project: |Red Hoof Farm^_
5|985|Retail cuts, beef bacon, hot dogs, jerky|Locally in OR|NULL|NULL|NULL|NULL|Yes|From their about page: “Plaisance Ranch has been a working ranch since 1858. It is located in the heart of the Williams Valley (OR), in the shadow of Greyback Mountain. The Ginet family has a rich history in the ranching and vineyard business that spans over hundreds of years and across two continents. For many generations, our family has been growing grapes and cattle and producing grapevines among the mountains of Savoie in eastern France. Today, we continue this tradition in America.”|Plaisance Ranch^_
5|960|Retail cuts, ground, sausage|Online, MT|NULL|NULL|NULL|NULL|Yes|Prairie Grazed Meats’ products are available in Montana. Along with 100% grass-fed beef they also produce organic pasture raised pork. You can order their products online for Havre, MT or for delivery. They say: “We are a proud family of 3rd and 4th generation ranchers offering wholesome beef and pork in Montana. Stewardship of our land and our animals goes above and beyond our USDA organic certification. Our cattle are bred with the optimal genetics for Montana climates, keeping them happy and healthy year round. They are 100% grass fed/finished on a rotational grazing plan to preserve our luscious pastures. Our pigs are free to roam and root under a grove of fruit trees, then supplemented with organic Montana lentils and ancient grains. These practices imbue our nutritious beef and pork with a distinctive flavor and tenderness unique to northern Montana.”|Prairie Grazed Meats^_
5|950|Retail cuts, ground|Nationwide, online, Whole Foods Markets|NULL|NULL|NULL|NULL|Yes|Panorama is the nation’s largest producer of 100 percent grass-fed and grass-finished organic beef. Panorama Organic Grass-Fed Meat recently launched the largest market-based partnership with the National Audubon Society’s Audubon Conservation Ranching initiative to preserve nearly 1 million acres of organic grasslands. Every ranch in the network will have a specific habitat management plan and bird friendly certification. In addition, Panorama Organic is  Born and Raised in the USA™ certified. They are 100% closed loop system (no “pieces and parts” are ever purchased for our product lineup). Panorama caries the Whole 30 and Paleo seals of approval. They are a subsidiary of Perdue Premium Meat Company. Their products can be found at: Whole Foods Markets, Dorothy Lane & Buehler’s (OH), Hannaford (Maine/NY), Golden One Center (Sacramento), E-commerce: CrowdCow & Perduefarms.com, Lassen’s and Erewhon in SoCal, Marczyk’s and Niwot Market in CO, independent meat distributors: Tonali’s, Sterling Foodservice, Wasatch Meats, West Coast Prime (LA), Oxford, Tony’s, Superior in MI.|Panorama Organic^_
5|950|Retail cuts, whole, half|Online|NULL|NULL|NULL|NULL|Yes|Lost Coast Ranch provides online and mail order sales of organic beef. They raise angus-wagu beef cattle.|Lost Coast Ranch^_
4|870|Retail cuts, bones, ground, hot dogs, organ meats|Locally in CA, online|NULL|NULL|NULL|NULL|Yes|They write: “Our goal is to work in harmony with Mother Nature to promote optimal biodiversity that ensures the long term health and productivity of the ranch. We use regenerative, organic agricultural practices, which means we seek to enhance and rehabilitate our entire ecosystem by focusing on soil health and increasing carbon in our land.  Most of our pastureland is Certified Organic, and our free range beef and lamb are 100% grass fed and grass finished.”|Stemple Creek Ranch^_
4|865|Retail cuts, ground|Nationwide|NULL|NULL|NULL|NULL|Yes|NOTE: PCC Community Markets in the Seattle, WA area sells Thousand Hills organic beef (and not the brand’s conventional products). Thousand Hills only sells a limited amount of certified organic product and this score reflects only those organic products. They say: “Founded in 2003, Thousand Hills works with 50 family farms across the U.S. to raise Lifetime Grazed Grass Fed Beef with regenerative agriculture practices. To date, 500,000 acres have been transitioned to regenerative practices to support biological diversity, natural resources, native wildlife habitat and soil fertility. Regional, decentralized processing builds a resilient supply chain for customers while invigorating rural economies. A leader in the industry, Thousand Hills produces the #1 fresh protein product nationally in the natural channel. Mission: Nourishing soil, plants, cattle and people by holistically grazing cattle for their lifetime. Learn more at:www.lifetimegrazed.com|Thousand Hills^_
4|865|Retail cuts|Locally in MT|NULL|NULL|NULL|NULL|No|Lifeline Farm sells their beef at the Clark Fork River Market (May through October) or their farm store year-round and pick up some of our beef. They also allow orders of whole and half sides of beef for stocking your home freezer too. Their beef is also available at The Good Food Store and Orange Street Food Farm in Missoula, MT. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Lifeline Farm^_
4|795|Retail cuts, ground, sausage, organs, bones|Farm direct, locally in WI, shipped|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. They market that they use methods like intensive, rotational grazing, cover crops, and silvopasture (trees within the pasture) to reduce erosion, build soils, and sequester carbon. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Seven Seeds Organic Farm^_
4|795|Whole, half, quarter, ground|Online|NULL|NULL|NULL|NULL|No|From their about page: “Of course our beef is 100% grass fed and grass finished and our farm is USDA Certified Organic, but that’s only part of the story. It all starts with the soil. When we purchased the land over 8 years ago, we not only spent 3 years working on the land and soil to convert it to organic, but also to make sure the soil was at its strongest and healthiest to plant grasses for our future cattle. Once we started planting, our grasses took off and have become healthy pastures that are cows now enjoy. They say as a grass fed beef farmer, you really are a “grass management” farmer, and we agree to that completely. By managing your soil and our grasses to the healthiest and fullest potential, you get healthy, well developed cows that will translate into delicious, nutritious, top quality beef. We manage our soil and grasses by using a rotational grazing system.”|Starry Nights Farm^_
4|780|Retail cuts, ground|Locally in ID, farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. King’s Crown Organic Farm sells wholesale & at farmer markets in their area of Idaho (the Ketchum Farmer’s Market & Boise Farmer’s Market). They are a small diversified family farm with a geothermally heated greenhouse for their crops. They sell a small portion of organic beef. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. This farm is certified by theReal Organic Project: |King's Crown Organic Farm^_
4|775|Retail cuts, organs, ground|Locally in ID, CSA|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. This farm sells beef and other products through CSA shares, at local farmer markets, community centers, the local grocery, and direct from their farm in Idaho Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Cosmic Apple Gardens^_
4|775|Retail cuts, whole, half, quarter|Farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. This farm is certified by theReal Organic Project: |Cross Island Farms^_
4|770|Retail cuts|Locally in NY, farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Hawthorne Valley Farm and Creamery is part of a non-profit for local Waldorf school. This brand sells at the Hawthorne Valley Farm Store, Farmer’s Markets, through a CSA, and local retail stores and markets. They write: “At Hawthorne Valley Farm, we’ve been dedicated to producing high quality food for more than 35 years. Our biodynamic farming practices reflect our commitment to protecting the health of the earth and all who live on it, and our education and outreach programs strive to raise awareness of the social, ecological, and economic importance of agriculture in our daily lives.” This farm is certified by theReal Organic Project: |Hawthorne Valley Farm And Creamery^_
4|755|Retail cuts, whole, half|Farm direct, CSA, locally in ID|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. This brand also goes by the name Providence Organic Farm and sells by quarter, eighth, bundle, ground, individual cuts, & has a CSA. Prices can be found on their website. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. This farm is certified by theReal Organic Project: |Saint John's Organic Farm^_
4|750|Whole, half, retail cuts|Farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Sugar Hill Farm is a multi-generational farm. Beef is sold in whole or half, cut to order, and picked up at the butcher. Contact farm for availability of all. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. This farm is certified by theReal Organic Project: |Sugar Hill Farm^_
4|730|Retail cuts, ground|Locally in CA|NULL|NULL|NULL|NULL|Partial|Also known as Victorine Livestock, this brand has a 4 in the GAP label and sells through Whole Foods & several other small vendors in the local area.|Eel River Organic Beef^_
4|730|Retail cuts|Farm direct, OH|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey, meaning all information listed could not be confirmed with certainty. Cornucopia’s investigation found some information about this brand and associated farming practices. If you are familiar with this brand we encourage consumer to contact us with information and also to contact the brand owners and ask for them to participate in Cornucopia’s research.|BlueLoon Farm^_
4|715|Retail cuts, gound, bones|Locally in WI, online, shipped, farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Also doing business under the name Shillelagh Glen Farms, McCluskey Brothers Organic Farms is a small, diversified, 100% grass-fed, certified organic family farm in southern Wisconsin offering beef, cheese, and maple syrup. They are certified by the Real Organic Project, which ensures they are exceeding the minimum set by the organic standards. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. This farm is certified by theReal Organic Project: |McCluskey Brothers Organic Farms (Shillelagh Glen Farms)^_
4|700|Retail cuts, jerky, ground|Online|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Star Walker Organic Farm^_
4|690|Retail cuts, ground|Locally in VA|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cannon Hill Farm sells direct to restaurants and organic butcher shops in their area. Individuals may select and purchase whole beef as availability permits. Cornucopia’s investigation found some information about this brand and associated farming practices. If you are familiar with this brand we encourage consumer to contact us with information and also to contact the brand owners and ask for them to participate in Cornucopia’s research.|Cannon Hill Farm^_
4|690|Retail cuts, ground|Locally in WI, farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Harvest Moon Organics products can be found at The Lakely, Menomonie Market Food Co-op, The Old Laughing Lady general store, the Tomahawk Room, and the Eau claire downtown farmers market. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. This farm is certified by theReal Organic Project: |Harvest Moon Organics^_
4|680|Retail cuts|Locally in AR and MO|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. They say about availability: “Our beef is sold in St. Louis at Maude’s Market, and in Mt. Home Arkansas at The Truck Patch. We will ship to other locations (25lb minimum), and we are willing to deliver on certain occasions, if you are in St. Louis, or near hwy 44, contact us and we may be able to meet up with you with your requested order.”|Elixir Farm^_
4|680|Retail cuts|Farm direct, CSA|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey but Cornucopia’s investigation found information about this brand and associated farming practices (they are transparent online). If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Winter Green Farm^_
4|680|Retail cuts, whole, half, quarter|Farm direct, locally in WI|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Keune Organic Meats is a diversified farm raising organic beef and pork that is available on-farm and at their local farm store, Keune Authentic Foods. More information on ordering can be found on their website. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Keune Organic Meats^_
4|675|Retail cuts, ground|Locally in PA, online|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. They say: “We strive to practice careful, responsible, and humane husbandry of our animals, while also preserving and protecting the soils on our farms and minimizing our farming operations’ impact on our neighbors, the Susquehanna Watershed, and the environment.” Coulter Farm also runs a Jersey dairy, and states their steers are harvested at 26 months old (this is a typical timeline for grass fed dairy steers to take this long to finish).|Coulter Farms^_
4|670|Retail cuts, ground|Locally in ME, farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Tide Mill Organic Farm^_
4|665|Whole, half, quarter|Farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Dreamfarm^_
4|665|Retail cuts|Delivery in VT and MA, farm direct, meat boxes|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Longest Acres Farm delivers their beef, lamb and pork to families and chefs in the greater Boston area every other month. they also deliver throughout Vermont and are available for on-farm pick all year. They say: “Longest Acres Farm is an Organic, diversified livestock farm that provides ecologically sound and Animal Welfare Approved meat to restaurants and families in New England.” Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Longest Acres Farm^_
4|665|Retail cuts, organs, bones|Locally in VT, farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Badger Brook Meats is an Organic beef farm located in North Danville VT. They also raise lamb and pork. They say: “Our certified organic Angus beef is born and raised right here on the farm. Calves are born in the spring, and spend their summers grazing on our rotationally managed pastures and fed certified organic hay throughout the winter.”|Badger Brook Meats^_
3|660|Retail cuts, ground|Farm direct, CSA|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. This farm is certified by theReal Organic Project: |Squier Family Farm^_
3|655|Unknown|Locally in NY|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices. If you are familiar with this brand we encourage consumer to contact us with information and also to contact the brand owners and ask for them to participate in Cornucopia’s research.|Bittersweet Farm^_
3|650|Retail cuts, ground, halves|Farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Spring Creek Farms^_
3|650|Retail cuts, whole, half, quarter|Locally in OK, farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Also doing business under the name Gloss Mountain Beef Jerky, this farm is Animal Welfare Approved. Certified Animal Welfare Approved by AGW pasture-raised beef sold under the Cattle Tracks Organic Beef brand from John’s Farm is available in a wide variety of familiar cuts, by the quarter, half or whole at the OSU/OKC Farmer’s Market, Green Acres Market in OKC, Hometown Bulk Foods in Fairview, and by delivery to Tulsa, Stillwater, Enid, Guthrie, Edmond, OKC and Moore/Norman. Beef is also available directly from the farm. For more information, visit JohnsFarm.com and contact Kris Gosney at[email protected]and 580-794-7767. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. This farm is certified by theReal Organic Project: |John's Farm & Cattle Tracks Beef^_
3|650|Retail cuts, ground|Farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Horodyski’s White Barn Farm sells beef that is certified organic and certified grass fed by the American Grassfed Association. They offer “meat boxes” along with other retail cuts on their website. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|White Barn Farm^_
3|650|Half, quarter, retail cuts|Locally in WA, farm direct|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Skagit River Ranch sells halves, quarters, hot dogs, and limited cuts for ordering online or local pickup. They have a farm store (for pre-order pickup) and their products are available at local stores and co-ops. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Skagit River Ranch^_
3|645|Whole, half, quarter|Locally in IL, delivery|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Trail’s End Organic Farm delivers to Central Illinois and the Chicago suburbs, or allows customers to pick up their meat at the processor. Call farm to reserve ahead of time. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research. This farm is certified by theReal Organic Project: |Trail's End Organic Farm^_
3|630|Retail cuts|Locally in MA, CSA, WIC/SNAP|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. This farm sells via a CSA, farm store, farmer’s markets, and participates in Equal Food Access program (accepts WIC/SNAP & donates produce to food local food pantry). Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Freedom Food Farm^_
3|630|Retail cuts, ground, veal|Locally in PA|NULL|NULL|NULL|NULL|No|This brand did not participate in Cornucopia’s survey. Cornucopia’s investigation found some information about this brand and associated farming practices, but was not able to confirm everything due to the brand owners not participating in our survey. If you are familiar with this brand we encourage you contact the brand owners and ask for them to participate in Cornucopia’s research.|Emerald Valley Farm (Hamilton Heights Farm)^_
