StarRating|Score|Products|BrandMarketArea|Organic|PlantBased|ParentCompany|CompanyType|ParticipatedInSurvey|Description|BrandName
5|1620|NULL|TX|NULL|NULL|NULL|NULL|NULL|They say: “World’s Best Eggs brand pasture raised, organic eggs are produced at Coyote Creek Organic Farm.   All World’s Best Eggs laying hens live outdoors.  The hens enjoy sunshine every day and are able to fully express their natural chicken behaviors like scratching in the dirt, hunting for bugs, and foraging for plants in the nutrient-rich pastures at Coyote Creek.  In addition to the hens’ wild diet, they eat feed that is 100% USDA certified organic and freshly milled on-site at Coyote Creek Organic Feed Mill.  Feed that was produced using GMOs, herbicides, pesticides, animal by-products, hormones, and pharmaceuticals are strictly prohibited at Coyote Creek.  USDA Certified Organic feed combined with USDA Certified Organic pasture allows World’s Best Eggs brand to produce the cleanest, most natural egg available.  Coyote Creek’s eggs are extremely nutrient-dense, high in Omega-3 fatty acids, and low in cholesterol.  At Coyote Creek Farm, the goals include long-term sustainability, slow growth, accessibility and affordability of organic foods, support for local agricultural communities, and the humane treatment of all farm animals.”|World's Best Eggs (Coyote Creek Farm)^_
5|1615|NULL|CA|NULL|NULL|NULL|NULL|NULL|Stueve’s Certified Organic eggs are available at Bay Area & Sacramento Whole Foods stores.|Stueve's Certified Organic^_
5|1605|NULL|ME|NULL|NULL|NULL|NULL|NULL|They write: “We offer our customers beef and chickens and eggs. We tend our animals with respect and gratitude. We believe that meat raised on our farm is the best you can find anywhere. We feed certified organic grain to our chickens and never give any animal hormones or antibiotics. The animals enjoy a “natural” life, doing whatever activities their species prefers: grazing, rooting, scratching, taking a dust bath, etc. The taste and quality are far superior to any feedlot or factory-raised animal but the impact on the environment is also to be noted. All of our animals benefit our farm system. We use their manure, and/or ability to weed and till the soil to enhance the diversity of our farm. These animals live a healthy, outdoor life.” This farm is certified by the Real Organic Project.|Villageside Farm^_
5|1600|NULL|West Coast|NULL|NULL|NULL|NULL|NULL|NULL|Alexandre Kids Eggs^_
5|1595|NULL|VT|NULL|NULL|NULL|NULL|NULL|children’s camp, no mention of food sales on website|Farm and Wilderness^_
5|1590|NULL|CA|NULL|NULL|NULL|NULL|NULL|They write: “At Niki Farms we practice organic farming. Our hens are out all day in our organic pasture/mandarin orchard. We are certified 100% organic by CCOF and registered as an egg handler with the State of California. We are ever striving to ensure safe, nutritious food, which you can see for yourself when you come by to pick up your eggs and do a farm tour.” This farm is certified by the Real Organic Project.|Niki Farms^_
5|1585|NULL|CA|NULL|NULL|NULL|NULL|NULL|For more information on Erewhon, clickhere.|Erewhon Regenerative^_
5|1570|NULL|IA|NULL|NULL|NULL|NULL|NULL|They write: “Our mission is to provide high quality organically grown produce to consumers of Shelby county and the surrounding area, while caring for our land, providing for our community and educating our consumers. We are proud to offer certified organic eggs throughout the year. Our hens are fed grain all grown on our farm and vegetable scraps. They also enjoy eating bugs when they are outside. During the winter they are kept warm in a barn. They have access to fresh air, clean water and sunshine.”|Pin Oak Place^_
5|1570|NULL|FL|NULL|NULL|NULL|NULL|NULL|They write: “Our happy hens eat soy-free, certified organic feed, harvest gleanings from the farm, and they’re pastured in our tropical fruit grove in their chicken tractors. Wait……. their WHAT??? What’s a chicken tractor? It’s a bottomless, moveable pen, which provides shelter from the rain, roosting poles, nest boxes and protection from predators. We move them every few days to new grass, giving the hens regular access to fresh pasture, bugs, weeds and seeds. They, in turn, reduce the insect and weed population and fertilize the soil as they go along. We love it and so do the girls! Our farm has been certified organic since 1997. Our first laying flock began producing in November 2004. Every year we add some new chicks and cull our roosters and older hens. Our assortment of heritage breeds ensures that every pack of our eggs includes a rainbow of brown, white, green, blue and speckled eggs, in nearly every size imaginable (we eat the really teeny ones, and the occasional ones that are so big they’d get crushed in the egg carton).”|Rachel's Eggs (Bee Heaven Farms)^_
5|1560|NULL|NY, NJ, CT|NULL|NULL|NULL|NULL|NULL|This brand’s eggs can be found through their CSA & they have local delivery.|Sova Farm^_
5|1560|NULL|WA|NULL|NULL|NULL|NULL|NULL|This brand’s eggs can be found at four local farmers markets, through farm pickup, and one local drop site  in WA.|Windy N Ranch^_
5|1555|NULL|MA|NULL|NULL|NULL|NULL|NULL|This brands eggs can be found in their CSA or farm store.|Many Hands Organic Farm^_
5|1545|NULL|WA|NULL|NULL|NULL|NULL|NULL|They write: “Unlike so-called free-range chickens that are raised in confinement, our laying hens really live on pasture and eat grass, insects and organic grains as they roam in the green fields all day long. Our eggs sell so quickly at farmer’s markets that our customers stand in line for 15 minutes before the opening bell rings. They are that good!”|Skagit River Ranch^_
5|1520|NULL|CT|NULL|NULL|NULL|NULL|NULL|This brand’s eggs can be found through their CSA, local restaurants, & food co-op.|Turtle Ledge Farm^_
5|1500|NULL|OH|NULL|NULL|NULL|NULL|NULL|This farm is certified by the Real Organic Project.|Mud Run Farm^_
5|1470|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|This Wisconsin-based brand’s eggs can be found at Sprouts and other semi-local chains in the Midwest and TX.|OrgaNick Eggs^_
5|1465|NULL|ME|NULL|NULL|NULL|NULL|NULL|Apple Creek Farm is a diversified farm that uses a variety of sustainable farming practices, including multi-species grazing. The farm produces certified organic, grass-fed beef, lamb and goat, as well as pasture-raised, certified organic poultry (broilers, geese and turkeys) and free-range certified organic eggs. This farm’s eggs can be found in Brunswick, ME farmers markets.|Apple Creek Farm^_
5|1465|NULL|MT, ID, WA|NULL|NULL|NULL|NULL|NULL|Mission Mountain eggs can be found at Natural Grocers and local food stores Bozeman and other western states stores including Harvest Foods.|Mission Mountain^_
5|1450|NULL|CA|NULL|NULL|NULL|NULL|NULL|They write: “We run our hens on an integrated system, which means that we first graze the pasture with cattle. They will eat the taller grass leaving enough for the hens to forge on when we move the hens. The hens are moved in portable coops built to have everything they need to live on pasture. The hens will eat bugs and short grass left all while fertilizing the ground with their manure. The ladies are then rotated to the next pasture while the previous space is irrigated and rested to grow back stronger then before. ​Being raised on (MALT) protected property, we have the opportunity to create a carbon farm plan. We have been working with the Marin Carbon Project to find ways to sequester carbon from the atmosphere and help fight climate change through rotational grazing and compost application.|Tomales Bay Pastures^_
5|1445|NULL|WI|NULL|NULL|NULL|NULL|NULL|Dreamfarm sells to restaurants, farmers markets, & a few stores local to Cross Plains, WI.|Dreamfarm^_
5|1410|NULL|WI|NULL|NULL|NULL|NULL|NULL|NULL|Pasture Patterns^_
5|1400|NULL|IL, WI|NULL|NULL|NULL|NULL|NULL|This brand’s products can be found at their farm store, and in Chicago and Milwaukee stores.|Alden Hills^_
5|1385|NULL|WA|NULL|NULL|NULL|NULL|NULL|PCC Community Markets eggs come from a known and closely-managed supplier that was also transparent in Cornucopia’s investigation.|PCC Organic Eggs^_
5|1385|NULL|Northwest|NULL|NULL|NULL|NULL|NULL|Wilcox Organic Pasture Raised eggs are available in stores in the Northwest.|Wilcox Organic Pasture Raised^_
5|1360|NULL|CA, OR, WA, NV|NULL|NULL|NULL|NULL|NULL|NULL|Pasture Fresh^_
4|1355|NULL|Upper midwest|NULL|NULL|NULL|NULL|NULL|NULL|Larry Schultz Organic Farm^_
4|1345|NULL|NE|NULL|NULL|NULL|NULL|NULL|Mosel Organic Farms is a 3rd generation organic crop and livestock farm. They sell  Certified Organic free range eggs locally to supermarkets in Nebraska.|Mosel Organic Farms^_
4|1335|NULL|ME|NULL|NULL|NULL|NULL|NULL|NULL|Happy Town Farm^_
4|1325|NULL|CA|NULL|NULL|NULL|NULL|NULL|Products from this farm can be found in Los Angeles and Ventura counties in California.|Apricot Lane Farm^_
4|1305|NULL|Western US|NULL|NULL|NULL|NULL|NULL|While a store brand, Natural Grocers is one of a the few store brands that was fully transparent with Cornucopia’s investigators. Their eggs are supplied by a trusted brand who was also fully transparent with Cornucopia.|Natural Grocers Regenerative Pasture-Raised^_
4|1265|NULL|CA|NULL|NULL|NULL|NULL|NULL|NULL|Hoover Ranch^_
4|1260|NULL|East Coast and Midwest|NULL|NULL|NULL|NULL|NULL|NULL|Utopihen Pasture Raised Organic^_
4|1255|NULL|Midwest|NULL|NULL|NULL|NULL|NULL|Family owned and operated, Egg Innovations produces Free Range and Pasture Raised organic, non-GMO and conventionally fed eggs under the Egg Innovations brand. They say: “Every detail matters in producing consistently great eggs, that’s why we provide all of our partner farmers with barn plans, animal husbandry training, birds, feed, and support. Certified Humane by third parties, our birds really are free to roam inside and out, enjoying green grass, sunshine and fresh air as good weather permits.” You can find these eggs in different groceries (possibly including Walmart).|Helpful Hens Pastured (Egg Innovations)^_
4|1245|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|These eggs can be found at Sprouts, Natural Grocers, & a few smaller regional stores.|Farmers Hen House Pasture Raised Organic^_
4|1240|NULL|Western US|NULL|NULL|NULL|NULL|NULL|While a store brand, Natural Grocers is one of a the few store brands that was fully transparent with Cornucopia’s investigators. Their eggs are supplied by a trusted brand who was also fully transparent with Cornucopia.|These Came First (Natural Grocers)^_
4|1230|NULL|CA|NULL|NULL|NULL|NULL|NULL|This farm’s eggs can be found through this CSA, farmers markets, and local restaurants in the Bay Area, CA. Read ourfarmer’s spotlighton Fifth Crow Farm.|Fifth Crow Farm^_
4|1210|NULL|WI, OH, IL|NULL|NULL|NULL|NULL|NULL|Family owned and operated, Egg Innovations is headquartered in Port Washington, Wisconsin and originates Free Range and Pasture Raised organic, non-GMO and conventionally fed eggs under the Blue Sky Family Farms brand. They can be found in finer natural and grocery stores throughout the Midwest and Northeast. Our eggs are raised by family farmers on farms across WI, OH, IN and KY. Every detail matters in producing consistently great eggs, that’s why we provide all of our partner farmers with barn plans, animal husbandry training, birds, feed, and support. Certified Humane by third parties, our birds really are free to roam inside and out, enjoying green grass, sunshine and fresh air as good weather permits. You can find these eggs in different groceries (possibly including Walmart).|Blue Sky Family Farms Pastured Organic (Egg Innovations)^_
4|1210|NULL|East|NULL|NULL|NULL|NULL|NULL|They say: “When you buy Oliver’s Organic Eggs, you support family farms in New York State. Our goal is to provide our customers with fresh, nutritious, great-tasting eggs. We strive to be as self sustainable as possible; we grow and harvest our own grains and fertilize our fields with compost from our barns.  For more information about our farming practices, please visit our website: www.oliversorganiceggs.net.”|Oliver's Organic Eggs (Can Am Farms)^_
4|1180|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|These eggs can be found at Sprouts, Natural Grocers, & a few smaller regional stores.|Farmers Hen House Organic Free Range^_
4|1180|NULL|WA|NULL|NULL|NULL|NULL|NULL|NULL|Day Creek Organic Farms^_
4|1180|NULL|Midwest|NULL|NULL|NULL|NULL|NULL|Family owned and operated, Egg Innovations produces Free Range and Pasture Raised organic, non-GMO and conventionally fed eggs under the Egg Innovations brand. They say: “Every detail matters in producing consistently great eggs, that’s why we provide all of our partner farmers with barn plans, animal husbandry training, birds, feed, and support. Certified Humane by third parties, our birds really are free to roam inside and out, enjoying green grass, sunshine and fresh air as good weather permits.” You can find these eggs in different groceries (possibly including Walmart).|Helpful Hens (Egg Innovations)^_
4|1180|NULL|WI, OH, IL|NULL|NULL|NULL|NULL|NULL|Family owned and operated, Egg Innovations is headquartered in Port Washington, Wisconsin and originates Free Range and Pasture Raised organic, non-GMO and conventionally fed eggs under the Blue Sky Family Farms brand. They can be found in finer natural and grocery stores throughout the Midwest and Northeast. Our eggs are raised by family farmers on farms across WI, OH, IN and KY. Every detail matters in producing consistently great eggs, that’s why we provide all of our partner farmers with barn plans, animal husbandry training, birds, feed, and support. Certified Humane by third parties, our birds really are free to roam inside and out, enjoying green grass, sunshine and fresh air as good weather permits. You can find these eggs in different groceries (possibly including Walmart).|Blue Sky Family Farms Free Range Organic (Egg Innovations)^_
4|1165|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|Vital Farms Restorative pasture-raised eggs are produced using regenerative agriculture principles.  Regenerative agriculture helps create balanced environments between pastures and animals that aims to increase the land’s resiliency and improve the health of waterways.Vital Farms collaborated with regenerative thought leader Understanding Ag for over a year to transition four initial farms to a core set of tenets that promote rich, nutrient-dense soil. As pioneers of pasture-raised farming, Vital Farms already follows incredibly high standards, and these tenets take those existing standards to the next level for this new offering.  Vital Farms is working with Regen Ag Lab to track key measurements like biodiversity and water retention every quarter on the initial farms. Those measurements are being used to determine year-over-year soil health improvements which will be reported annually. Additional progress highlights are updated on the Vital Farms website. Vital Farms tries to be as transparent as possible about how every product gets to the table. Regenerative farming is a growing and evolving practice that the brand is learning alongside the farms and farmers it works with. Vital Farms is committed to raising farm standards by exploring emerging practices and creating scalable solutions for them. Currently, we’re pursuing a third-party regenerative certification for the Restorative carton and, in the coming years, aim to scale regenerative practices throughout our network of over 300 family farms. Twenty-five percent of the home-compostable, green-hued Restorative carton is made from natural grasses like ryegrass fibers, a cover crop sourced from nature reserves.  Joining Vital Farms’ existing portfolio of pasture-raised eggs, Restorative eggs are exclusively available at Whole Foods Market stores nationwide.|Vital Farms Restorative Organic Eggs^_
4|1150|NULL|East Coast, Midwest|NULL|NULL|NULL|NULL|NULL|NULL|Carol's^_
4|1145|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|You can find this brand products in Sprouts, Fresh Thyme, and other more local chains.|Handsome Brook Farm^_
4|1135|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|Vital Farms’ products, including shell eggs, butter, hard-boiled eggs, and liquid whole eggs, are sold in over 22,000 stores nationwide. Vital Farms pasture-raised eggs can also be found on menus at hundreds of foodservice operators across the country.|Vital Farms Organic^_
4|1115|NULL|Unknown|NULL|NULL|NULL|NULL|NULL|NULL|Nature's Yoke (Westfield Egg Farm)^_
4|1115|NULL|IA|NULL|NULL|NULL|NULL|NULL|They write: “We are a small, family-owned and run operation. We aim to deliver the highest quality, healthiest eggs possible with the least negative impact on the environment, while promising a fair price to our customers and still earning a decent living for our family.”|New Century Farm^_
4|1100|NULL|East Coast|NULL|NULL|NULL|NULL|NULL|Pete and Gerry’s is an example of a large-scale producer that is moving away from the industrial model of egg production, committed instead to increasing both indoor and outdoor access for its birds. At its New Hampshire location, the company has attached winter gardens (like a screened-in porch for chickens) to all its organic buildings, and increased vegetated outdoor space as well. They write: “Pete and Gerry’s Organic Eggs is a family owned and operated farm and processor of organic eggs, located in Northern New Hampshire, near the White Mountain National Forest. Pete and Gerry’s was the first egg farm in the country to be recognized by Humane Farm Animal Care’s Certified Humane program. Along with producing eggs at the family farm in Monroe, NH, Pete and Gerry’s has been able to grow by partnering with nearly 20 other family farms throughout the Northeast. Pete and Gerry’s is also actively pursuing and supporting new partnerships with local New England based farmers who would like to produce eggs with us.”|Pete and Gerry's Organic Eggs^_
4|1080|NULL|FL|NULL|NULL|NULL|NULL|NULL|Bethesda Farms is potentially a Publix and Whole Foods local supplier. This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Bethesda Farms^_
4|1070|NULL|KY|NULL|NULL|NULL|NULL|NULL|This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers. They say on their website: “Elmwood Stock Farm is a sixth-generation family farm situated on 550 acres just outside Georgetown, Kentucky. A USDA certified organic operation, Elmwood Stock Farm produces wholesome vegetables, fruits, pantry items, pasture-raised poultry and pork, and grass-fed, grass-finished beef and lamb for direct sales to customers through the CSA Farm Share and online store, as well as for wholesale and restaurant accounts.”|Elmwood Stock Farm^_
4|1060|NULL|WA|NULL|NULL|NULL|NULL|NULL|They write: “Stiebrs Farms was founded in 1953. We are now three generations strong with the fourth up and coming. Stiebrs Farms produces, processes and distributes all of their products on their own in the Pacific Northwest region. Stiebrs certified organic and pasture-raised certified-organic hens are fed organic vegetarian feed and spend time outdoors in pastures. The pasture raised birds get rotated weekly. To maintain the integrity of their organic program, the Stiebrs family owns and operates their own certified organic feed mill. Stiebrs Farms cage-free and organic eggs are Certified Humane by Humane Farm Animal Care.”|Stiebrs Farms^_
4|1025|NULL|WI|NULL|NULL|NULL|NULL|NULL|Milo’s Poultry Farms eggs can be found in WI and and Chicago, IL.|Milo’s Poultry Farms^_
4|1020|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|NULL|Sauder's Quality Eggs^_
3|955|NULL|CA|NULL|NULL|NULL|NULL|NULL|This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Red Hill Farms Pasture Raised^_
3|900|NULL|WA, OR, CA, CO, MT, ID|NULL|NULL|NULL|NULL|NULL|For Wilcox’ organic free range eggs the brand standard is to have all doors are open for more than half of daylight hours on a daily basis. Free range birds have outside space anywhere between 2 to 30 square feet per bird depending on the outdoor conditions.|Wilcox Organic Free Range^_
3|845|NULL|Unknown|NULL|NULL|NULL|NULL|NULL|This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Lancaster Farm Fresh Co-op^_
3|740|NULL|NY|NULL|NULL|NULL|NULL|NULL|Hidden Camp Farm also sells  certified organic quail eggs in addition to chicken eggs. Hidden Camp Farm only does direct to consumer sales at this time. This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Hidden Camp Farm^_
3|715|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Happy Egg^_
3|715|NULL|WI|NULL|NULL|NULL|NULL|NULL|Kellner Back Acre Garden sells both duck and chicken eggs. This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Kellner Back Acre Garden^_
3|700|NULL|CA|NULL|NULL|NULL|NULL|NULL|This brand’s eggs are available at their CSA & farm stand.|Meandering Farmers Pastured Eggs^_
3|635|NULL|Unknown|NULL|NULL|NULL|NULL|NULL|This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Rock Hill Eggs^_
2|555|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Organic Valley^_
2|535|NULL|Unknown|NULL|NULL|NULL|NULL|NULL|This is an industrialized organic brand that focuses on profit margin rather than dedication to organic ideals and animal welfare (the birds are given outdoor access to a strip next to the barn rather than porches, but not all birds can access the outdoor space at once). These brands produce mostly conventional eggs, but their stake in the organic egg marketplace can be huge because of the volume of organic eggs they produce. This particular brand should be commended for being open about their practices and not using porches.|Hillandale Farms^_
2|520|NULL|Unknown|NULL|NULL|NULL|NULL|NULL|This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Green Pastures Poultry^_
2|495|NULL|CA , West Coast|NULL|NULL|NULL|NULL|NULL|Clover eggs can be found at Safeway and Albertsons stores in California. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Clover Sonoma Pastured^_
2|485|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|Brands with this rating are generally produced on industrial-scale operations that grant no meaningful outdoor access. This brand lacks transparency with both Cornucopia’s investigators and the public at large. While “greenwashing” and “humanewashing” may occur in the brand’s marketing, the information they provide is often misleading. No producers in this category were willing to participate in Cornucopia’s research and reliable information was difficult for our investigators to find. In general, industrial-organic brands prefer to keep their practices in the dark. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Nest Fresh Eggs^_
2|470|NULL|WI|NULL|NULL|NULL|NULL|NULL|This brand’s eggs are available at Woodman’s in WI.|M & M Organic Farms^_
2|435|NULL|Central, Southeast|NULL|NULL|NULL|NULL|NULL|This brand may supply some of Kirkland Signature Organic Brown Eggs.|Alderfer Eggs^_
2|410|NULL|Nationwide|NULL|NULL|NULL|NULL|NULL|This brand is a private label, or store brand. Grocers or distributors will buy their eggs wholesale and re-label them under their own brand name. They often have no direct interaction with the farmers. Store brands lack transparency, often cloaking their practices under the heading of “confidential business information.” If you are consumer of this brand we encourage you to reach out and ask where your particular store sources their eggs. While the sourcing may differ across regions, consumer activism plays a valuable role in marketplace transparency. Kirkland Signature may be supplied in part by Wilcox Family Farms (cage-free organic).|Kirkland Signature Pastured^_
2|390|NULL|East, Midwest|NULL|NULL|NULL|NULL|NULL|Born Free eggs can be found at Acme markets, Food Lion grocery, and Safeway and Meijer stores on the East Coast. Born Free eggs are supplied by other companies, including Kreher’s Farm Fresh Eggs and Braswell Family Farms. This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Born Free^_
2|370|NULL|East Coast|NULL|NULL|NULL|NULL|NULL|Wegman’s Pasture-Raised Organic Eggs are store brand supplied by Kreher’s Farm Fresh Eggs. This brand did not participate in Cornucopia’s survey or participate in Cornucopia’s investigation and store brands tend to lack transparency. While some information was found about this brand’s practices, we could not confirm everything. If you are a customer of this brand, we encourage you contact the brand owners and ask them to participate fully in Cornucopia’s research. We always want the most accurate and up-to-date information on our scorecards, and consumers play an important role by demanding transparency from their food suppliers.|Wegman's Pasture-Raised Organic^_
