StarRating|Score|Products|BrandMarketArea|Organic|PlantBased|ParentCompany|CompanyType|ParticipatedInSurvey|Description|BrandName
5|1545|Cheese|Nationwide, VT|NULL|NULL|NULL|NULL|NULL|Read Cornucopia’sThistle Hill Farm profilein our “Organic Innovators: Top-Rated Farmers You Can Trust”Dairy Campaign. Thistle Hill Farm is a certified organic dairy farm located in North Pomfret, Vermont, owned and operated by John and Janine Putnam and their four children. The Putnams have been farming organically for over fifteen years, beginning with vegetables and beef, and culminating in organic cheese making. Other than incidental part time help, the family makes Thistle Hill Farm Tarentaise from the ground up. Every aspect of creating the cheese, from caring for the hay fields and pastures, bringing in the hay and caring for and milking the Jersey dairy cows is done on the farm by the Putnam family. The closed herd of certified organic Jersey cows are fed only certified organic hay produced by the farm and certified organic grain. In the summer the cows are rotated through a series of small pastures to ensure that they are on new fresh grass every twelve hours. The barn contains comfort tie stalls where the cows are milked twice per day. During the summer, except during severe weather, the cows are never in the barn except for milking and their morning nap. Even during the winter, the cows are out every day “stretching their legs, soaking up the sun and socializing.” This brand’s products can be found nationwide at select specialty stores and in Vermont in particular.|Thistle Hill Farm (Tarentaise Cheese)^_
5|1540|Cheese|ID, MT, OR, WA, Web Sales|NULL|NULL|NULL|NULL|NULL|Lifeline Farm Inc. was founded in 1978 in Victor, Montana by a group of young men and women who wished to grow nutritious, organic and biodynamic foods to nourish people in their community and throughout the US. Originally, Lifeline grew field-scale vegetable crops, selling vegetables in Montana and on the West Coast, off the farm and operating a market stand. The dairy was added in 1984 in order to diversify the operation but also to provide a source of on-farm fertility. We manage a herd of about 400 Brown Swiss cows, bulls, calves and steers that make up Lifeline Farm Inc. Long revered by the Swiss as an excellent, dual-purpose breed, the Brown Swiss produce rich milk, which is used to make cheese, butter and bottled milk all done at our Creamery, as well as delicious beef, which is sold throughout Montana. Lifeline Farm also “recycles” many feeds by raising pigs which are then sold as pork cuts and in home style sausage.|Lifeline Farm^_
5|1515|Cheese, fluid milk|NY, NJ|NULL|NULL|NULL|NULL|NULL|This is a kosher brand that can be found at Nature’s Warehouse in Lakewood, NJ, and a number of natural food stores in New York. Visit www.meanttobefood.com and click on contact for more information.|Meant To Be Natural Food^_
5|1495|Fluid milk|New England|NULL|NULL|NULL|NULL|NULL|This farm is certified by theReal Organic Project: |Roger's Farmstead^_
5|1485|Fluid milk|Maine|NULL|NULL|NULL|NULL|NULL|They write: “We distribute our own products; raw milk, raw half & half, raw cream, to all health food stores in Maine. We also have a farm shop at our farm in Albion, ME.”|Misty Brook Farm^_
5|1465|Cheese|NJ, NY|NULL|NULL|NULL|NULL|NULL|NULL|Evans Farmhouse Creamery^_
5|1460|Fluid milk, raw milk|Northeast|NULL|NULL|NULL|NULL|NULL|Larson Farm has over 300 acres of hay fields, pasture and woods, one mile south of the small village of Wells, Vermont. Larson Farm has been in business since June 1976 when we operated as a conventional dairy farm. Cynthia and Rich received production and milk quality awards, and were named Outstanding Young Farmers of the Year in 1985. The herd peaked at 150 milkers, but due to declining milk prices and shrinking profit margin, the conventional dairy operation was closed in 1993. The farm has since operated on a much smaller scale. In 2007 the dairy was reactivated with four Jersey cows, selling ‘raw’ unpasteurized milk to friends and neighbors who appreciate the flavor and nutritional benefits of truly fresh milk. As demand for quality products increased, we added to the dairy herd and invested in soil improvement, became USDA-certified Organic, and PCO-certified 100% Grass-Fed. For more information about this farm, see their about page – https://www.larsonfarmvt.com/our-farm|Larson Farm and Creamery^_
5|1450|Cheese, yogurt fluid milk|New England|NULL|NULL|NULL|NULL|NULL|Nezinscot Farm—where the animals feed the people.|Nezinscot Farm^_
5|1450|Yogurt, fluid milk|New England and New York|NULL|NULL|NULL|NULL|NULL|They write: “A farm, by definition, is a departure from nature — it is land taken from its wild state and turned to human ends. But it is possible for a farm to learn from natural systems, to work with mother nature and integrate her patterns. This is the soul of organic agriculture; it is also a practical way to produce high quality food while building soil and conserving the habitat and biodiversity that come with well-managed open land. No farm will ever approach the ecological sophistication of nature, because the balance of activity is focused on the needs of our one species. But that doesn’t mean we can’t take good care — and a little better care every year, as we learn, and learn. This is organics at its best — good stewardship of the various communities that overlap to create a farm. At Sidehill Farm, we are constantly improving our systems, so that they flow more directly from the examples we see in nature. We resist quick fixes like antibiotics and organically approved pesticides that ameliorate short-term problems while hiding or creating deeper issues. We select for plants and animals that balance productivity with ruggedness and adaptability. We work with and foster the various micro-climates found on our farm. We are mildly obsessed with soil and the density of life within it. We select and develop technologies that respect natural systems and use energy efficiently. And we are amazed at how much better we can always do, how much we have to learn. Sidehill Farm Yogurt is certified organic by Baystate Organic Certifiers, but that is the short version of a longer answer. For a long time, we joked that we would never certify the food we produce because the National Organic Program isn‘t strict enough to acknowledge how we farm. More seriously, we believe that farming organically is a management decision; but certifying organic is a marketing decision. We are blessed with local customers who enjoy our food and know us by name and face. They know they are welcome to stop by the farm anytime, and observe our management practices. They have given us one of the most precious things a farm can earn from it‘s customers: their trust.”|Sidehill Farm^_
5|1445|Cheese (goat)|MT, Web Sales|NULL|NULL|NULL|NULL|NULL|NULL|Amaltheia Organic Dairy^_
5|1440|Ice cream, fluid milk|NH, VT|NULL|NULL|NULL|NULL|NULL|Read Cornucopia’sStrafford profilein our “Organic Innovators: Top-Rated Farmers You Can Trust”Dairy Campaign. Located in Vermont, Strafford is a one-farm, family dairy and creamery. It was certified organic in 1997 and has been bottling on its own since 2001.|Strafford Organic Creamery^_
4|1425|Ice Cream|Nationwide|NULL|NULL|NULL|NULL|NULL|Alec’s Ice Cream is a California-based ice cream manufacturer. For more information on Alec’s,click here.|Alec's Ice Cream^_
4|1420|Cheese, kefir, yogurt, fluid milk, grassfed|Nationwide|NULL|NULL|NULL|NULL|NULL|They write: “Maple Hill Creamery is a farm-family owned dairy manufacturer founded in 2009, and is widely recognized as the preeminent leader in the emerging 100% grass-fed dairy category. They are the first dairy brand to receive the Pennsylvania Certified Organic 100% Grassfed Certification. Since day one, Maple Hill has stood by their conviction that 100% grass-fed organic dairy farming is better for everyone from cows to consumers. 100% grass-fed dairy farming produces the highest quality milk, supports the healthiest lifestyle for cows, improves the fertility of grazing land, and allows farmers to prosper. The Maple Hill Creamery Milkshed now numbers over 100 small farms, and is looking to transition at least several dozen more farms to certified 100% grass-fed in 2017. Maple Hill Creamery products are available nationwide in over 6,000 retailers, including many specialty and independent retailers. For more information, visit www.maplehillcreamery.com, and follow us on Twitter @MapleHillCream, Facebook (www.facebook.com/maplehillcreamery), and Instagram @maplehillcreamery.”|Maple Hill Creamery^_
4|1420|Formula|Nationwide|NULL|NULL|NULL|NULL|NULL|They write: “Nature’s One is the leader in organic pediatric nutrition, offering a better start for every child.  Founded in 1997, Nature’s One is independently owned and the leading organic formula company still today.  From the beginning, Nature’s One has invested millions in the development of ingredients and science that embraces the meaning of organic while insuring the purity that parents demand for their child. Nature’s One introduced the first organic formula in the USA and now sells into many countries where consumers demand the very best for their family.  Brands found worldwide include Baby’s Only Organic, PediaSmart and PediaVance. Celebrating 20 plus years of innovation, Nature’s One continues to innovate pure organic products that meet its stringent Pure10 Pledge.  A pledge that serves as an industry hallmark and is respected by parents everywhere.”|Nature's One^_
4|1415|Fluid milk|New England|NULL|NULL|NULL|NULL|NULL|NULL|Grey Barn and Farm^_
4|1410|Yogurt|TX, OR, NY, CA, IL, Northeast|NULL|NULL|NULL|NULL|NULL|They write: “My name is Atanas Valev and I am the founder of Trimona Foods, Inc. I was born in Plovdiv, Bulgaria – a crossroad of many ethnic cultures and religions. And a city older than some of the oldest cities in the world: Rome, Athens, and Constantinople. In 342 BC, Plovdiv was conquered by Philip II of Macedon (father of Alexander the Great) and it was named Philipopolis. During the Roman invasion in the middle of 1st century AD, Philipopolis became part of the Roman Empire and was renamed Trimontium (The City of the Three Hills). In the last century, the most popular hotel-restaurant in Plovdiv was named Trimontium and became a symbol of the city. The citizens of Plovdiv gave it the nickname, “Trimona”. Whether it’s a budding rock band practicing in their garage, a writer scribbling her tale on some napkins, or an artist sketching his masterpiece on some old notebooks, our story is no different. It all began late at night in my cramped kitchen. I remember waking up my wife in the middle of the night and asking her to taste the last batch that just came out, holding a spoon of yogurt before her half-asleep face. Despite the sleepless nights and failures, there was some indescribable excitement about making yogurt in my kitchen. I was absolutely passionate about it and there was no stopping me. Those first steps were followed by a two-year transition from that tiny kitchen to our creamery. We incorporated the peacock feather motif, a pattern used in the traditional Bulgarian pottery in our label design. Centuries ago, yogurt was made and served in these beautifully decorated ceramic bowls. We want to preserve that history and continue the tradition by using it on our very own cups. We are confident in three things:1) Cows should eat grass2) We whole-heartedly love yogurt3) With this whole-hearted love, we believe that yogurtshould be made from whole milk We do not strain our yogurt and we keep the healthy whey. Nothing is removed and nothing is added. This is what we call natural and that’s how our Bulgarian yogurt was born in New York. Yogurt is a huge part of the Bulgarian culture. It is the most popular food as it is used in many recipes and healing remedies. In the Bulgarian language it is called “kiselo mliak”? which translates to “sour milk”. That?s why the original yogurt is tangy and tart in its flavor. Just like a good wine that needs to age in an oak barrel to bring out the best of its flavor, this tangy and tart flavor is the required proof of the quality of the yogurt.”|Trimona Yogurt^_
4|1400|Cheese|Nationwide|NULL|NULL|NULL|NULL|NULL|They write: “It all began nearly a century ago when three brothers from Italy, Richard, Fred and John Rumiano, bought a dairy in Willows, California and started making cheese and butter. Throughout the 1920s and 30s, Rumiano Cheese Company began to grow, purchasing several cheese factories in California and Oregon. The company has sold all but two factories and currently manufactures all of its cheese in Crescent City, CA, receiving its? milk supply from independent third & fourth generation dairy farmers from nearby Humboldt and Del Norte counties.  All Rumiano cheese is produced certified Kosher from fresh clean milk with sea salt, non-animal enzymes, and without artificial hormones, pesticides or herbicides. Rumiano produces several all-natural and organic award winning cheese varieties including both organic and conventional, Cheddar, Calico, Pepper Jack, Mediterranean Jack and of course the world famous Dry Monterey Jack, among many others. Our organic cheese is American Humane Certified and was the first Non-GMO Project Verified cheese in the World. Rumiano Cheese Company products are available for retail sale at select natural foods stores, grocery chains, and are served at fine restaurants internationally.”|Rumiano Cheese Company^_
4|1390|Fluid milk, yogurt, grassfed|Nationwide|NULL|NULL|NULL|NULL|NULL|Organic Valley’s Grassmilk brand is purported to be 100% grass-based (no grain or legumes are fed). They may still allow molasses to be fed.|Grassmilk (Organic Valley)^_
4|1375|Fluid milk, cheese, yogurt, kefir, buttermilk|NJ, NY|NULL|NULL|NULL|NULL|NULL|NULL|Sunrise Family Farms^_
4|1370|Yogurt (greek)|East, Southwest|NULL|NULL|NULL|NULL|NULL|This brand’s products are found in major cities throughout the eastern and Southwestern United States. These products are available at Super Targets.|Naturi^_
4|1360|Cheese, fluid milk, yogurt, grassfed|PA|NULL|NULL|NULL|NULL|NULL|Products can be found at their retail store (60 North Ronks Road, Bird in Hand, PA); Millers Natural Foods, Community Natural Food Store in New Holland, PA; Lemon Street Market in Lancaster, PA; Lancaster Central Market in Lancaster, PA; Woodland Natural Food Store in Strasburg, PA; and five “Yes Organics” stores in Washington, DC.|Oasis at Bird in Hand^_
4|1355|Fluid Milk|PA|NULL|NULL|NULL|NULL|NULL|NULL|Sunshine Dairy^_
4|1347|Cheese, fluid milk, sour cream, yogurt, whipped cream|Nationwide|NULL|NULL|NULL|NULL|NULL|This brand has some of their products distributed nationally (ricotta cheese & cream); the rest are mostly found in New England to Florida and as far west as Chicago.|Natural By Nature (Natural Dairy Products Corp.)^_
4|1335|Fluid milk|WA|NULL|NULL|NULL|NULL|NULL|PCC Community Markets, in Seattle, is the country’s largest member owned natural foods cooperative.  They are one of the most engaged retailers in the nation when it comes to being involved in policy work protecting the integrity of the organic label, both in Washington State and nationally. Their choice of organic milk suppliers, for their own store-brand, reflects their dedication to the organic movement.  It comes from a supplier of integrity, depending on local family-scale farms in the Pacific Northwest.|PCC Community Markets^_
4|1315|Fluid milk|NY|NULL|NULL|NULL|NULL|NULL|Our Farms and PracticesSky Top Farms is family run and dedicated to sustainable farming and production methods. We have great reverence for mother earth and all that call her home. In 2002, Sky Top Farms was founded as a cooperation amongst small farmers and artisan producers to bring outstanding small batch products to market. We recognised the growing demand for delicious organic, natural and farmstead products, and we decided to turn our business focus to where our hearts and conscience always were. For over fifteen years we have brought the farmers market to your home by way of our outstanding, high-quality, artisanal, organic and natural products. Our philosophy is ‘less is more’ when it comes to offering wholesome products to the your families table with simple super high quality ingredients. We invite you to reach for the top with Sky Top Farms and explore our flavourful and nutritious products! Our CowsWe are fully committed to family farming and keep our cow herd below 100 to ensure they get the tender loving care they deserve. As well our cows get plenty of access to pasture as they enjoy a diet of grass fed goodness while they roam about, in addition to certified organic and non GMO haylage during inclement weather. We are proud to say our cows are known by names, not numbers as part of our extended family. Our USDA certified organic dairy is certified and inspected by North American Supply Chain Food Safety (NSF) to ensure the highest quality, as well all our milk is OU Kosher Certified and inspected. For these many good reasons we believe our organic grass-fed, unhomoginzed, cream at the top milk is best served in a champagne glass:)|Sky Top Farms^_
4|1315|Cream, fluid milk, frozen yogurt, yogurt|Nationwide|NULL|NULL|NULL|NULL|NULL|They write: “As the leading organic yogurt maker, Stonyfield takes care with everything it puts into its yogurts and everything it keeps out. By saying no to toxic persistent pesticides, artificial hormones, antibiotics and GMOs, Stonyfield has been saying yes to delicious, healthy food for more than 30 years. With their direct milk supply program, Stonyfield helps to grow the number of organic dairy farms in New England – and through their support of the Wolfe’s Neck Dairy Farmer training program, Stonyfield works to train the next generation of organic farmers. To learn more about all Stonyfield products and more, visit www.Stonyfield.com.” In 2017 the french dairy giant Groupe Danone announced it would be selling Stonyfield to family-owned French dairy Lactalis. The divestiture of Stonyfield by its longtime parent, Groupe Dannon US, came after a formal antitrust challenge after Danone announced their acquisition of WhiteWave Foods which controlled the Horizon and Wallaby organic brands.|Stonyfield Farms  (Lactalis)^_
4|1310|Butter, butter (ghee), fluid milk|Nationwide|NULL|NULL|NULL|NULL|NULL|Organic Valley is a farmer-owned cooperative that primarily produces dairy products, but also meat under the Organic Prairie label, and packaged produce.|Organic Valley^_
4|1305|Cheese, packaged goods (pasta), canned meals, yogurt|Nationwide|NULL|NULL|NULL|NULL|NULL|Annie’s, Inc. is a natural and organic food brand offering great-tasting products in large packaged food categories. Annie’s products are made without artificial flavors, synthetic colors and preservatives common in many conventional packaged foods. Additionally, Annie’s sources ingredients so as to avoid synthetic growth hormones and genetically modified food ingredients. Today, Annie’s offers over 300 products and is present in over 70,000 retail locations in the United States and Canada. Founded in 1989, Annie’s is committed to operating in a socially responsible and environmentally sustainable manner. Annie’s is a proud member of the natural and organic portfolio of General Mills. For more information, visit www.annies.com.|Annie's Homegrown (General Mills)^_
4|1305|Yogurt|Nationwide|NULL|NULL|NULL|NULL|NULL|They write: “Founded in French Canada in 1936, our small kosher dairy had a singular focus: crafting exceptional dairy products from simple, fresh ingredients. In 1964, we travelled back to Europe to find the perfect yogurt formula, using only the finest ingredients – and nothing more. Liberte believes that the best ingredients are worth searching for, which is why we single source our ingredients where possible from regions of the world that specialize in those ingredients we seek. For example we use French Lavender from France, Black Cherries from Washington State and Mangos from Ecuador. Liberte relaunched as a fully USDA Organic brand in the United States in 2016 with a new line of single serve, whole milk yogurts. We have partnered with Organic Valley Family Farms for our dairy.”|Liberte (General Mills)^_
4|1305|Fluid milk, yogurt|Nationwide|NULL|NULL|NULL|NULL|NULL|They write: “Kalona SuperNatural organic products are among the most natural and nutritious dairy products on the market. That’s because we believe in doing less—not more—when it comes to our food. Our natural process means our products taste different and look different. Because our milk is non-homogenized the cream naturally floats to the top and thickens. This is the true sign of milk in its natural state. Our products are also pasteurized at low temperatures to preserve the farm fresh flavor. The milk used in Kalona SuperNatural products comes from small, sustainable Amish and Mennonite farms with average herds of 35 cows. Our producers know that cows do best when they can harvest their own feed from the pastures around them. Unlike larger companies, we know each and every farmer we work with. We visit their land. We know their families. We understand how and why they created their product. Whether it is organic milk, cottage cheese, or yogurt, we are invested in the lives of our producers and, in turn, they are invested in the integrity of the product we send to market. Together, we take pride in the products that bear the Kalona SuperNatural™ name.” This brand can be found Found in Hy-Vee, Whole Foods, Vitamin Cottage grocery stores.|Kalona SuperNatural (Farmers Creamery)^_
